has,prefers,count
"Carleton","Carleton",1
"Queens","Queens",0
"Wisconsin, Milwaukee","Wisconsin, Milwaukee",0
"Louisiana State","Louisiana State",0
"Texas, Arlington","Texas, Arlington",0
"Ottawa","Ottawa",1
"UConn","UConn",0
"Oregon Hlth & Sci","Oregon Hlth & Sci",0
"Arizona State","Arizona State",0
"Lower 103 Universities","Lower 103 Universities",60
"UC Berkeley","Stanford",1
"Caltech","Stanford",1
"Cornell","Stanford",1
"Carnegie Mellon","Stanford",1
"Stanford","UC Berkeley",1
"MIT","UC Berkeley",1
"Stanford","MIT",3
"UC Berkeley","MIT",2
"Cornell","MIT",1
"Columbia","MIT",1
"MIT","Caltech",1
"Carnegie Mellon","Caltech",1
"UC Berkeley","Harvard",2
"MIT","Harvard",1
"Penn. State","Harvard",1
"Stanford","Cornell",1
"MIT","Cornell",1
"Harvard","Cornell",1
"Carnegie Mellon","Cornell",1
"UPenn","Cornell",1
"UMass, Amherst","Cornell",1
"Stanford","Carnegie Mellon",1
"UC Berkeley","Carnegie Mellon",1
"MIT","Carnegie Mellon",3
"Harvard","Carnegie Mellon",1
"Wisconsin, Madison","Carnegie Mellon",1
"Chicago","Carnegie Mellon",1
"Columbia","Carnegie Mellon",1
"UC Irvine","Carnegie Mellon",1
"Georgia Tech","Carnegie Mellon",1
"Ohio State","Carnegie Mellon",1
"Wash. U. St. Louis","Carnegie Mellon",1
"Syracuse","Carnegie Mellon",1
"UC Santa Barbara","Carnegie Mellon",1
"Stanford","Princeton",2
"MIT","Princeton",2
"Michigan","Princeton",1
"Stanford","Yale",1
"Cornell","Yale",2
"Stanford","Washington",2
"UC Berkeley","Washington",1
"MIT","Washington",2
"Iowa","Washington",1
"MIT","Illinois, Urb. Champ.",1
"Wisconsin, Madison","Illinois, Urb. Champ.",1
"Georgia Tech","Illinois, Urb. Champ.",1
"UC Berkeley","Wisconsin, Madison",1
"Cornell","Wisconsin, Madison",1
"Carnegie Mellon","Wisconsin, Madison",1
"Illinois, Urb. Champ.","Wisconsin, Madison",1
"UCLA","Wisconsin, Madison",1
"Purdue","Wisconsin, Madison",1
"Cornell","UPenn",1
"Carnegie Mellon","UPenn",1
"Princeton","UPenn",1
"Columbia","UPenn",1
"Stanford","Rice",2
"MIT","UCLA",1
"UPenn","UCLA",1
"Stanford","NYU",2
"MIT","NYU",1
"Stanford","Chicago",1
"Cornell","Chicago",1
"UC Berkeley","UT, Austin",1
"MIT","UT, Austin",1
"Cornell","UT, Austin",1
"Princeton","UT, Austin",1
"Rice","UT, Austin",1
"Chicago","UT, Austin",1
"MIT","Brown",1
"NYU","Brown",1
"MIT","Columbia",1
"Carnegie Mellon","Columbia",1
"Washington","Columbia",1
"UPenn","Columbia",2
"UC Berkeley","Toronto",1
"Carnegie Mellon","Toronto",2
"Illinois, Urb. Champ.","Toronto",1
"Wisconsin, Madison","Toronto",1
"Maryland, College Park","Toronto",2
"Purdue","Toronto",1
"MIT","Rochester",1
"Rice","Rochester",1
"MIT","Southern California",1
"UCLA","Southern California",1
"Stanford","Johns Hopkins",1
"MIT","Johns Hopkins",1
"UC Berkeley","UMass, Amherst",1
"MIT","UMass, Amherst",1
"Yale","UMass, Amherst",1
"Rutgers","UMass, Amherst",1
"Colorado, Boulder","UMass, Amherst",1
"Stanford","UC San Diego",1
"UC Berkeley","UC San Diego",1
"MIT","UC San Diego",1
"Princeton","UC San Diego",1
"UPenn","UC San Diego",1
"Stanford","Maryland, College Park",2
"Stanford","Michigan",1
"UC Berkeley","Michigan",1
"UPenn","Michigan",1
"Maryland, College Park","Michigan",1
"UC Berkeley","UNC",1
"Illinois, Urb. Champ.","UNC",1
"UCLA","UNC",1
"UT, Austin","UNC",1
"MIT","Duke",1
"Maryland, College Park","Duke",1
"Purdue","Duke",1
"Stanford","SUNY Stony Brook",1
"UC Berkeley","SUNY Stony Brook",1
"Cornell","SUNY Stony Brook",2
"UCLA","SUNY Stony Brook",1
"UC Berkeley","UC Irvine",1
"Illinois, Urb. Champ.","UC Irvine",2
"UCLA","UC Irvine",2
"UT, Austin","UC Irvine",1
"Columbia","UC Irvine",1
"UNC","UC Irvine",1
"Cornell","Dartmouth",1
"Harvard","Virginia",1
"Carnegie Mellon","Virginia",1
"Pittsburgh","Virginia",1
"Johns Hopkins","Purdue",1
"UMass, Amherst","Purdue",1
"Penn. State","Purdue",1
"Ohio State","Purdue",1
"Carnegie Mellon","Minnesota, Minneapolis",1
"UNC","Minnesota, Minneapolis",1
"UC Berkeley","Georgia Tech",1
"MIT","Georgia Tech",2
"Harvard","Georgia Tech",1
"Cornell","Georgia Tech",1
"Carnegie Mellon","Georgia Tech",1
"Yale","Georgia Tech",1
"Washington","Georgia Tech",1
"UT, Austin","Georgia Tech",1
"UC San Diego","Georgia Tech",1
"UC Irvine","Georgia Tech",1
"Wash. U. St. Louis","Georgia Tech",1
"Case Western","Georgia Tech",1
"Yale","Rutgers",1
"Wisconsin, Madison","Rutgers",1
"Columbia","Rutgers",1
"MIT","Penn. State",1
"Cornell","Penn. State",1
"Illinois, Urb. Champ.","Penn. State",1
"UMass, Amherst","Penn. State",1
"Duke","Ohio State",1
"MIT","Northwestern",1
"UCLA","Northwestern",1
"MIT","Wash. U. St. Louis",1
"Carnegie Mellon","Wash. U. St. Louis",1
"Brown","Wash. U. St. Louis",1
"Harvard","Pittsburgh",1
"Brown","Pittsburgh",1
"Rochester","Pittsburgh",1
"SUNY Buffalo","Pittsburgh",1
"MIT","Boston Univ.",1
"Princeton","Boston Univ.",1
"Stanford","British Columbia",1
"MIT","British Columbia",1
"Washington","British Columbia",3
"Toronto","British Columbia",1
"Pittsburgh","British Columbia",1
"Harvard","Oregon",1
"Carnegie Mellon","Syracuse",1
"Illinois, Urb. Champ.","UC Santa Barbara",1
"UC San Diego","UC Santa Barbara",1
"Maryland, College Park","UC Santa Barbara",1
"Rice","Utah",1
"UMass, Amherst","Utah",1
"Syracuse","Utah",1
"UC Berkeley","UC Davis",1
"MIT","UC Davis",1
"Purdue","UC Davis",1
"UC Berkeley","Texas A&M",1
"MIT","Texas A&M",3
"Illinois, Urb. Champ.","Texas A&M",1
"Georgia Tech","Texas A&M",1
"Penn. State","Texas A&M",1
"Central Florida","Texas A&M",1
"Illinois, Urb. Champ.","Houston",1
"Illinois, Urb. Champ.","Michigan State",1
"UPenn","Michigan State",2
"UMass, Amherst","Michigan State",1
"Duke","Michigan State",1
"Wash. U. St. Louis","Michigan State",1
"William and Mary","Michigan State",1
"Carnegie Mellon","Waterloo",1
"Toronto","Waterloo",4
"Maryland, College Park","Waterloo",1
"Rutgers","Waterloo",1
"British Columbia","Waterloo",1
"MIT","Colorado, Boulder",1
"Cornell","Colorado, Boulder",1
"Princeton","Colorado, Boulder",1
"Yale","Colorado, Boulder",1
"UC Irvine","Colorado, Boulder",1
"Lower 103 Universities","Colorado, Boulder",1
"Cornell","McGill",1
"Carnegie Mellon","McGill",2
"Illinois, Urb. Champ.","McGill",1
"UMass, Amherst","McGill",1
"Rutgers","McGill",1
"Kansas","McGill",1
"NYU","CUNY Graduate Center",1
"Alberta","Case Western",1
"Stanford","UC Riverside",1
"Penn. State","Kansas",1
"Washington State, Pullman","Kansas",1
"Stanford","William and Mary",1
"Princeton","William and Mary",1
"Rice","William and Mary",1
"Vanderbilt","William and Mary",1
"UC San Diego","Lehigh",1
"Rutgers","Lehigh",1
"Stanford","Simon Fraser",1
"Harvard","Simon Fraser",1
"Cornell","Simon Fraser",1
"Toronto","Simon Fraser",1
"Illinois, Urb. Champ.","Illinois, Chicago",1
"UPenn","Illinois, Chicago",1
"Toronto","Illinois, Chicago",1
"Michigan","Illinois, Chicago",1
"Lower 103 Universities","Cincinnati",1
"UPenn","UC Santa Cruz",2
"MIT","Rensselaer Polytech.",1
"Washington","Rensselaer Polytech.",1
"Wisconsin, Madison","Rensselaer Polytech.",1
"Rutgers","Rensselaer Polytech.",2
"Southern California","Southern Methodist",1
"Texas A&M","Southern Methodist",1
"New Mexico","Southern Methodist",1
"Delaware","Southern Methodist",1
"Carnegie Mellon","Central Florida",1
"Southern California","Central Florida",1
"Michigan","Central Florida",1
"Texas, Arlington","Central Florida",1
"Michigan","New Mexico",1
"Texas A&M","New Mexico",1
"Stanford","NC State",1
"Illinois, Urb. Champ.","NC State",3
"Georgia Tech","NC State",1
"Utah","NC State",1
"Lower 103 Universities","NC State",1
"Illinois, Urb. Champ.","SUNY Buffalo",1
"Purdue","SUNY Buffalo",1
"British Columbia","Stevens Inst. Tech.",1
"Washington","Washington State, Pullman",1
"Illinois, Urb. Champ.","Washington State, Pullman",1
"UPenn","Brandeis",1
"Brown","Brandeis",1
"Carnegie Mellon","Alberta",1
"Toronto","Alberta",1
"Georgia Tech","Alberta",1
"Waterloo","Alberta",1
"MIT","George Washington",1
"Maryland, College Park","George Washington",1
"Minnesota, Minneapolis","George Washington",1
"Northwestern","George Washington",1
"NC State","George Washington",1
"Stanford","Poly. Inst. of NYU",1
"UC Berkeley","Poly. Inst. of NYU",1
"NYU","Poly. Inst. of NYU",1
"SUNY Stony Brook","Poly. Inst. of NYU",1
"Syracuse","Iowa",1
"Lower 103 Universities","Iowa",1
"UPenn","Delaware",1
"Brown","Delaware",1
"Purdue","Delaware",1
"Pittsburgh","Delaware",1
"Washington","Iowa State",1
"Minnesota, Minneapolis","Iowa State",1
"Kansas","Iowa State",1
"Central Florida","Iowa State",1
"Illinois, Urb. Champ.","Vanderbilt",1
"UPenn","Vanderbilt",1
"UC Berkeley","Florida",1
"Harvard","Florida",1
"Wisconsin, Madison","Florida",1
"Minnesota, Minneapolis","Florida",1
"UPenn","George Mason",2
"Rice","George Mason",1
"Columbia","George Mason",1
"Maryland, College Park","George Mason",1
"Virginia","George Mason",1
"UC Riverside","George Mason",2
"William and Mary","George Mason",1
"Wisconsin, Milwaukee","George Mason",1
"UC Irvine","Notre Dame",1
"Purdue","Notre Dame",2
"Michigan","Wayne State",1
"Toronto","Calgary",1
"British Columbia","Calgary",1
"Waterloo","Calgary",1
"Simon Fraser","Calgary",1
"Lower 103 Universities","Calgary",1
"SUNY Stony Brook","Louisiana, Lafayette",1
"SUNY Buffalo","Louisiana, Lafayette",1
"Cornell","Western Ontario",1
"Waterloo","Western Ontario",1
"Lower 103 Universities","Western Ontario",1
"Illinois, Urb. Champ.","Queens",1
"Toronto","Queens",2
"British Columbia","Queens",1
"Waterloo","Queens",2
"McGill","Queens",1
"Columbia","Wisconsin, Milwaukee",1
"Toronto","Wisconsin, Milwaukee",1
"Johns Hopkins","Wisconsin, Milwaukee",1
"Texas A&M","Louisiana State",1
"Purdue","Texas, Arlington",1
"Northwestern","Texas, Arlington",1
"UPenn","Ottawa",1
"Toronto","Ottawa",2
"Rutgers","Ottawa",1
"Waterloo","Ottawa",1
"UCLA","UConn",1
"UMass, Amherst","UConn",1
"Duke","UConn",1
"Rensselaer Polytech.","UConn",1
"Carnegie Mellon","Arizona State",1
"UPenn","Arizona State",1
"Purdue","Arizona State",1
"Waterloo","Arizona State",1
"Stanford","Lower 103 Universities",2
"UC Berkeley","Lower 103 Universities",2
"MIT","Lower 103 Universities",9
"Harvard","Lower 103 Universities",4
"Carnegie Mellon","Lower 103 Universities",2
"Princeton","Lower 103 Universities",2
"Washington","Lower 103 Universities",3
"Illinois, Urb. Champ.","Lower 103 Universities",3
"Wisconsin, Madison","Lower 103 Universities",3
"UPenn","Lower 103 Universities",1
"Rice","Lower 103 Universities",2
"UCLA","Lower 103 Universities",6
"Chicago","Lower 103 Universities",2
"Brown","Lower 103 Universities",2
"Columbia","Lower 103 Universities",3
"Toronto","Lower 103 Universities",5
"Rochester","Lower 103 Universities",1
"Southern California","Lower 103 Universities",2
"UMass, Amherst","Lower 103 Universities",3
"UC San Diego","Lower 103 Universities",2
"Maryland, College Park","Lower 103 Universities",2
"Michigan","Lower 103 Universities",5
"UNC","Lower 103 Universities",6
"Duke","Lower 103 Universities",1
"SUNY Stony Brook","Lower 103 Universities",1
"UC Irvine","Lower 103 Universities",4
"Virginia","Lower 103 Universities",3
"Purdue","Lower 103 Universities",9
"Minnesota, Minneapolis","Lower 103 Universities",8
"Georgia Tech","Lower 103 Universities",4
"Rutgers","Lower 103 Universities",1
"Arizona","Lower 103 Universities",1
"Penn. State","Lower 103 Universities",4
"Ohio State","Lower 103 Universities",2
"Northwestern","Lower 103 Universities",2
"Wash. U. St. Louis","Lower 103 Universities",3
"Pittsburgh","Lower 103 Universities",2
"British Columbia","Lower 103 Universities",5
"Syracuse","Lower 103 Universities",3
"UC Santa Barbara","Lower 103 Universities",1
"UC Davis","Lower 103 Universities",1
"Texas A&M","Lower 103 Universities",2
"Houston","Lower 103 Universities",2
"Michigan State","Lower 103 Universities",1
"Waterloo","Lower 103 Universities",4
"Colorado, Boulder","Lower 103 Universities",2
"Case Western","Lower 103 Universities",3
"UC Riverside","Lower 103 Universities",1
"Kansas","Lower 103 Universities",2
"William and Mary","Lower 103 Universities",2
"Lehigh","Lower 103 Universities",1
"Montreal","Lower 103 Universities",2
"Simon Fraser","Lower 103 Universities",3
"Illinois, Chicago","Lower 103 Universities",1
"UC Santa Cruz","Lower 103 Universities",1
"Rensselaer Polytech.","Lower 103 Universities",3
"Southern Methodist","Lower 103 Universities",1
"NC State","Lower 103 Universities",4
"SUNY Buffalo","Lower 103 Universities",2
"Brandeis","Lower 103 Universities",1
"Alberta","Lower 103 Universities",1
"George Washington","Lower 103 Universities",1
"Poly. Inst. of NYU","Lower 103 Universities",1
"Iowa","Lower 103 Universities",1
"Delaware","Lower 103 Universities",1
"Iowa State","Lower 103 Universities",2
"Vanderbilt","Lower 103 Universities",4
"Florida","Lower 103 Universities",1
"George Mason","Lower 103 Universities",3
"Wayne State","Lower 103 Universities",2
"Calgary","Lower 103 Universities",1
"Louisiana, Lafayette","Lower 103 Universities",2
"Western Ontario","Lower 103 Universities",1
"Louisiana State","Lower 103 Universities",3
"Ottawa","Lower 103 Universities",2
"UConn","Lower 103 Universities",1
"Arizona State","Lower 103 Universities",1
