has,prefers,count
"Marquette","Marquette",1
"Kent State","Kent State",3
"Bowling Green State","Bowling Green State",0
"Maine","Maine",1
"Mississippi","Mississippi",0
"Washington State, Pullman","Washington State, Pullman",0
"Miami at Ohio","Miami at Ohio",0
"Kansas State","Kansas State",1
"Oklahoma","Oklahoma",1
"Howard","Howard",2
"Missouri, Kansas City","Missouri, Kansas City",0
"Nebraska, Lincoln","Nebraska, Lincoln",0
"Jewish Theol. Sem. of America","Jewish Theol. Sem. of America",7
"Saint Johns","Saint Johns",0
"Northeastern","Northeastern",1
"Texas Christian","Texas Christian",0
"Auburn","Auburn",0
"Iowa State","Iowa State",0
"Graduate Theol. Union","Graduate Theol. Union",3
"Lehigh","Lehigh",1
"Purdue","Purdue",0
"South Carolina","South Carolina",2
"North Texas, Denton","North Texas, Denton",0
"Loyola Chicago","Loyola Chicago",1
"Texas A&M","Texas A&M",2
"Arkansas, Fayetteville","Arkansas, Fayetteville",0
"Northern Arizona","Northern Arizona",1
"West Virginia","West Virginia",0
"Fordham","Fordham",0
"Alabama, Tuscaloosa","Alabama, Tuscaloosa",0
"Southern Mississippi","Southern Mississippi",0
"Akron","Akron",0
"Texas, Dallas","Texas, Dallas",0
"Nevada, Reno","Nevada, Reno",0
"Illinois State","Illinois State",2
"Southern Illinois, Carbondale","Southern Illinois, Carbondale",0
"Southern Baptist Theol. Sem.","Southern Baptist Theol. Sem.",11
"Western Michigan","Western Michigan",0
"Saint Louis","Saint Louis",0
"Texas, Arlington","Texas, Arlington",0
"Idaho, Moscow","Idaho, Moscow",0
"Texas Tech","Texas Tech",0
"Memphis","Memphis",0
"Mississippi State","Mississippi State",0
"George Mason","George Mason",0
"Oklahoma State","Oklahoma State",0
"Middle Tennessee State","Middle Tennessee State",0
"Yale","Harvard",1
"UC Berkeley","Harvard",2
"Princeton","Harvard",1
"Stanford","Harvard",1
"Chicago","Harvard",1
"Columbia","Harvard",3
"Michigan","Harvard",1
"Brown","Harvard",1
"Duke","Harvard",1
"Virginia","Harvard",1
"Harvard","Yale",3
"UC Berkeley","Yale",3
"Princeton","Yale",2
"Stanford","Yale",1
"Chicago","Yale",1
"Columbia","Yale",3
"Johns Hopkins","Yale",1
"UPenn","Yale",1
"Wisconsin, Madison","Yale",3
"Michigan","Yale",1
"Brown","Yale",2
"Virginia","Yale",1
"Washington","Yale",1
"MIT","Yale",1
"UT Austin","Yale",1
"Ohio State","Yale",1
"Boston College","Yale",1
"Kent State","Yale",1
"Jewish Theol. Sem. of America","Yale",1
"Harvard","UC Berkeley",5
"Yale","UC Berkeley",1
"Princeton","UC Berkeley",5
"Stanford","UC Berkeley",2
"Columbia","UC Berkeley",3
"UPenn","UC Berkeley",1
"Wisconsin, Madison","UC Berkeley",1
"UCLA","UC Berkeley",2
"Cornell","UC Berkeley",1
"Georgetown","UC Berkeley",1
"Harvard","Princeton",5
"Yale","Princeton",7
"UC Berkeley","Princeton",1
"Stanford","Princeton",2
"Chicago","Princeton",2
"Columbia","Princeton",2
"Brandeis","Princeton",1
"Johns Hopkins","Princeton",1
"UPenn","Princeton",4
"Wisconsin, Madison","Princeton",1
"Northwestern","Princeton",1
"Cornell","Princeton",1
"Harvard","Stanford",7
"Yale","Stanford",1
"UC Berkeley","Stanford",3
"Princeton","Stanford",2
"Chicago","Stanford",3
"Columbia","Stanford",2
"Wisconsin, Madison","Stanford",1
"Michigan","Stanford",2
"UCLA","Stanford",5
"Washington","Stanford",1
"Illinois, Urb. Champ.","Stanford",1
"Harvard","Chicago",5
"Yale","Chicago",3
"Princeton","Chicago",3
"Stanford","Chicago",2
"Columbia","Chicago",3
"Johns Hopkins","Chicago",1
"Wisconsin, Madison","Chicago",1
"Brown","Chicago",1
"Notre Dame","Chicago",1
"Harvard","Columbia",13
"Yale","Columbia",5
"UC Berkeley","Columbia",3
"Princeton","Columbia",3
"Stanford","Columbia",4
"Chicago","Columbia",6
"Brandeis","Columbia",1
"UPenn","Columbia",1
"Wisconsin, Madison","Columbia",1
"Northwestern","Columbia",2
"Rochester","Columbia",2
"Rutgers","Columbia",1
"UT Austin","Columbia",2
"Illinois, Urb. Champ.","Columbia",1
"Harvard","Brandeis",2
"UC Berkeley","Brandeis",2
"Chicago","Brandeis",1
"Columbia","Brandeis",1
"Johns Hopkins","Brandeis",1
"Northwestern","Brandeis",1
"Kansas","Brandeis",1
"Harvard","Johns Hopkins",1
"Yale","Johns Hopkins",1
"UC Berkeley","Johns Hopkins",1
"Princeton","Johns Hopkins",1
"Stanford","Johns Hopkins",3
"Columbia","Johns Hopkins",3
"Wisconsin, Madison","Johns Hopkins",2
"Michigan","Johns Hopkins",2
"Rochester","Johns Hopkins",1
"Rutgers","Johns Hopkins",1
"Illinois, Urb. Champ.","Johns Hopkins",1
"Harvard","UPenn",5
"Yale","UPenn",2
"UC Berkeley","UPenn",2
"Princeton","UPenn",1
"Chicago","UPenn",2
"Columbia","UPenn",1
"Wisconsin, Madison","UPenn",2
"UCLA","UPenn",1
"SUNY Stony Brook","UPenn",1
"Michigan State","UPenn",1
"Yale","Wisconsin, Madison",3
"UC Berkeley","Wisconsin, Madison",5
"Princeton","Wisconsin, Madison",1
"Stanford","Wisconsin, Madison",1
"Chicago","Wisconsin, Madison",1
"Columbia","Wisconsin, Madison",4
"Michigan","Wisconsin, Madison",2
"Northwestern","Wisconsin, Madison",1
"UC San Diego","Wisconsin, Madison",1
"Minnesota","Wisconsin, Madison",1
"UNC","Wisconsin, Madison",2
"MIT","Wisconsin, Madison",1
"CUNY Graduate Center","Wisconsin, Madison",1
"Harvard","Michigan",7
"Yale","Michigan",4
"UC Berkeley","Michigan",4
"Princeton","Michigan",6
"Stanford","Michigan",3
"Chicago","Michigan",3
"Columbia","Michigan",3
"Brandeis","Michigan",1
"Johns Hopkins","Michigan",3
"UPenn","Michigan",3
"Wisconsin, Madison","Michigan",1
"UCLA","Michigan",1
"Northwestern","Michigan",1
"Brown","Michigan",1
"Duke","Michigan",2
"Minnesota","Michigan",2
"Virginia","Michigan",2
"Washington","Michigan",1
"UT Austin","Michigan",1
"Notre Dame","Michigan",1
"UC Santa Cruz","Michigan",1
"UMass Amherst","Michigan",1
"Case Western","Michigan",1
"Harvard","UCLA",4
"Yale","UCLA",4
"UC Berkeley","UCLA",6
"Princeton","UCLA",7
"Stanford","UCLA",4
"Chicago","UCLA",2
"Columbia","UCLA",3
"Johns Hopkins","UCLA",2
"Wisconsin, Madison","UCLA",1
"Michigan","UCLA",1
"Cornell","UCLA",2
"Brown","UCLA",1
"Rochester","UCLA",1
"Washington","UCLA",1
"Illinois, Urb. Champ.","UCLA",1
"Boston College","UCLA",1
"Kansas","UCLA",1
"Harvard","Northwestern",7
"Yale","Northwestern",9
"UC Berkeley","Northwestern",2
"Chicago","Northwestern",2
"Brandeis","Northwestern",1
"Johns Hopkins","Northwestern",1
"UPenn","Northwestern",1
"Wisconsin, Madison","Northwestern",1
"Michigan","Northwestern",1
"UCLA","Northwestern",1
"Rutgers","Northwestern",1
"UT Austin","Northwestern",1
"Indiana","Northwestern",1
"Georgetown","Northwestern",1
"Harvard","Cornell",4
"Yale","Cornell",6
"Princeton","Cornell",1
"Chicago","Cornell",2
"UPenn","Cornell",1
"Michigan","Cornell",1
"UCLA","Cornell",1
"NYU","Cornell",2
"Duke","Cornell",1
"UC Irvine","Cornell",1
"Southern Illinois, Carbondale","Cornell",1
"Harvard","Brown",4
"Yale","Brown",2
"UC Berkeley","Brown",2
"Chicago","Brown",3
"Wisconsin, Madison","Brown",1
"Michigan","Brown",2
"UC Davis","Brown",1
"Washington","Brown",1
"Georgetown","Brown",1
"Harvard","UC Davis",1
"Yale","UC Davis",1
"UC Berkeley","UC Davis",3
"Princeton","UC Davis",1
"Stanford","UC Davis",4
"Chicago","UC Davis",1
"Brandeis","UC Davis",1
"UPenn","UC Davis",1
"Michigan","UC Davis",1
"UCLA","UC Davis",3
"Brown","UC Davis",1
"Harvard","Rochester",1
"Yale","Rochester",1
"Princeton","Rochester",4
"Stanford","Rochester",2
"Chicago","Rochester",1
"UC San Diego","Rochester",1
"Minnesota","Rochester",1
"Virginia","Rochester",1
"William and Mary","Rochester",1
"Yale","NYU",4
"UC Berkeley","NYU",2
"Stanford","NYU",1
"Chicago","NYU",3
"Columbia","NYU",2
"Johns Hopkins","NYU",2
"UPenn","NYU",1
"Wisconsin, Madison","NYU",1
"Michigan","NYU",1
"UCLA","NYU",1
"Northwestern","NYU",2
"UC Davis","NYU",1
"Rochester","NYU",2
"UC San Diego","NYU",1
"UNC","NYU",1
"Harvard","UC San Diego",4
"Yale","UC San Diego",2
"UC Berkeley","UC San Diego",3
"Stanford","UC San Diego",1
"Chicago","UC San Diego",4
"Columbia","UC San Diego",1
"Wisconsin, Madison","UC San Diego",1
"Michigan","UC San Diego",2
"UCLA","UC San Diego",1
"Northwestern","UC San Diego",1
"Brown","UC San Diego",2
"NYU","UC San Diego",1
"UT Austin","UC San Diego",1
"UC Santa Barbara","UC San Diego",1
"Harvard","Duke",1
"Yale","Duke",6
"Princeton","Duke",1
"Chicago","Duke",3
"Columbia","Duke",3
"Johns Hopkins","Duke",2
"Michigan","Duke",1
"UCLA","Duke",1
"UNC","Duke",1
"Virginia","Duke",2
"Illinois, Urb. Champ.","Duke",1
"George Washington","Duke",1
"Harvard","Minnesota",1
"UC Berkeley","Minnesota",1
"Princeton","Minnesota",1
"Stanford","Minnesota",2
"UPenn","Minnesota",2
"Wisconsin, Madison","Minnesota",4
"Michigan","Minnesota",2
"UCLA","Minnesota",2
"NYU","Minnesota",2
"Indiana","Minnesota",1
"Texas Christian","Minnesota",1
"Harvard","Rutgers",3
"Yale","Rutgers",3
"UC Berkeley","Rutgers",2
"Princeton","Rutgers",4
"Stanford","Rutgers",1
"Chicago","Rutgers",3
"Columbia","Rutgers",5
"UPenn","Rutgers",1
"Wisconsin, Madison","Rutgers",3
"Michigan","Rutgers",1
"UCLA","Rutgers",2
"Cornell","Rutgers",1
"NYU","Rutgers",1
"Minnesota","Rutgers",1
"USC","Rutgers",1
"Northern Illinois","Rutgers",1
"CUNY Graduate Center","Rutgers",1
"Harvard","UNC",3
"Yale","UNC",4
"UC Berkeley","UNC",1
"Princeton","UNC",2
"Stanford","UNC",3
"Chicago","UNC",1
"Columbia","UNC",2
"UPenn","UNC",1
"Wisconsin, Madison","UNC",3
"Michigan","UNC",2
"Northwestern","UNC",1
"Cornell","UNC",2
"NYU","UNC",1
"UC San Diego","UNC",1
"Duke","UNC",1
"Indiana","UNC",1
"New Mexico","UNC",1
"Iowa","UNC",1
"Harvard","Virginia",3
"Yale","Virginia",8
"UC Berkeley","Virginia",4
"Princeton","Virginia",2
"Chicago","Virginia",2
"Columbia","Virginia",1
"Johns Hopkins","Virginia",2
"UPenn","Virginia",1
"Wisconsin, Madison","Virginia",2
"Michigan","Virginia",1
"UCLA","Virginia",2
"Cornell","Virginia",1
"UC Davis","Virginia",1
"UC San Diego","Virginia",1
"Rutgers","Virginia",1
"MIT","Virginia",1
"UT Austin","Virginia",1
"Tufts","Virginia",1
"Ohio State","Virginia",1
"Harvard","USC",3
"UC Berkeley","USC",2
"Princeton","USC",2
"Stanford","USC",3
"Chicago","USC",1
"Columbia","USC",3
"Wisconsin, Madison","USC",1
"UC San Diego","USC",1
"Harvard","Washington",3
"Yale","Washington",1
"UC Berkeley","Washington",5
"Princeton","Washington",1
"Stanford","Washington",4
"Johns Hopkins","Washington",2
"Northwestern","Washington",1
"Cornell","Washington",3
"UC San Diego","Washington",1
"Minnesota","Washington",1
"Rutgers","Washington",1
"Virginia","Washington",1
"Indiana","Washington",1
"Harvard","MIT",4
"UC Berkeley","MIT",1
"Columbia","MIT",2
"Virginia","MIT",1
"Penn. State","MIT",1
"Yale","UT Austin",6
"UC Berkeley","UT Austin",2
"Princeton","UT Austin",1
"Stanford","UT Austin",2
"Chicago","UT Austin",1
"Columbia","UT Austin",1
"Brandeis","UT Austin",1
"Johns Hopkins","UT Austin",4
"UPenn","UT Austin",1
"Wisconsin, Madison","UT Austin",2
"Michigan","UT Austin",2
"UCLA","UT Austin",1
"Cornell","UT Austin",2
"Brown","UT Austin",1
"NYU","UT Austin",1
"UC San Diego","UT Austin",1
"Minnesota","UT Austin",1
"UNC","UT Austin",1
"Indiana","UT Austin",1
"Ohio State","UT Austin",1
"Miami","UT Austin",1
"Harvard","Emory",1
"Yale","Emory",2
"UC Berkeley","Emory",2
"Stanford","Emory",3
"Chicago","Emory",2
"Brandeis","Emory",1
"Johns Hopkins","Emory",2
"Michigan","Emory",3
"NYU","Emory",1
"Duke","Emory",1
"Kent State","Emory",1
"Harvard","Indiana",1
"Yale","Indiana",3
"UC Berkeley","Indiana",2
"Princeton","Indiana",3
"Chicago","Indiana",3
"Columbia","Indiana",1
"Brandeis","Indiana",1
"UPenn","Indiana",2
"Michigan","Indiana",3
"UCLA","Indiana",1
"Brown","Indiana",1
"Virginia","Indiana",1
"Michigan State","Indiana",1
"UC Santa Barbara","Indiana",1
"Georgetown","Indiana",1
"UConn","Indiana",1
"Harvard","SUNY Stony Brook",2
"Yale","SUNY Stony Brook",2
"UC Berkeley","SUNY Stony Brook",3
"Stanford","SUNY Stony Brook",2
"Chicago","SUNY Stony Brook",3
"Columbia","SUNY Stony Brook",1
"UPenn","SUNY Stony Brook",1
"Wisconsin, Madison","SUNY Stony Brook",1
"Maryland","SUNY Stony Brook",1
"Harvard","Illinois, Urb. Champ.",4
"Yale","Illinois, Urb. Champ.",4
"UC Berkeley","Illinois, Urb. Champ.",6
"Princeton","Illinois, Urb. Champ.",1
"Stanford","Illinois, Urb. Champ.",4
"Chicago","Illinois, Urb. Champ.",1
"Brandeis","Illinois, Urb. Champ.",1
"Wisconsin, Madison","Illinois, Urb. Champ.",1
"Michigan","Illinois, Urb. Champ.",3
"UCLA","Illinois, Urb. Champ.",2
"Northwestern","Illinois, Urb. Champ.",2
"Brown","Illinois, Urb. Champ.",1
"UC Davis","Illinois, Urb. Champ.",1
"Rochester","Illinois, Urb. Champ.",1
"NYU","Illinois, Urb. Champ.",1
"UC Riverside","Illinois, Urb. Champ.",1
"Pittsburgh","Illinois, Urb. Champ.",1
"UC Santa Cruz","Illinois, Urb. Champ.",1
"Harvard","Wash. U. St. Louis",3
"Yale","Wash. U. St. Louis",1
"Princeton","Wash. U. St. Louis",1
"Chicago","Wash. U. St. Louis",1
"Johns Hopkins","Wash. U. St. Louis",2
"Virginia","Wash. U. St. Louis",1
"Washington","Wash. U. St. Louis",1
"Michigan State","Wash. U. St. Louis",1
"Harvard","UC Riverside",2
"Princeton","UC Riverside",1
"Chicago","UC Riverside",3
"Johns Hopkins","UC Riverside",1
"Michigan","UC Riverside",2
"Cornell","UC Riverside",2
"Virginia","UC Riverside",1
"Washington","UC Riverside",1
"Wash. U. St. Louis","UC Riverside",1
"Oklahoma State","UC Riverside",1
"Yale","Michigan State",1
"Princeton","Michigan State",1
"Stanford","Michigan State",2
"Chicago","Michigan State",3
"Columbia","Michigan State",1
"Johns Hopkins","Michigan State",1
"Wisconsin, Madison","Michigan State",1
"Michigan","Michigan State",3
"Brown","Michigan State",1
"UC San Diego","Michigan State",1
"Washington","Michigan State",1
"Indiana","Michigan State",1
"Boston Univ.","Michigan State",1
"Vanderbilt","Michigan State",1
"Miami","Michigan State",1
"Harvard","UC Irvine",1
"UC Berkeley","UC Irvine",5
"Stanford","UC Irvine",1
"Chicago","UC Irvine",1
"UCLA","UC Irvine",1
"Cornell","UC Irvine",1
"NYU","UC Irvine",1
"UT Austin","UC Irvine",1
"Emory","UC Irvine",1
"SUNY Stony Brook","UC Irvine",1
"Yale","UC Santa Barbara",2
"UC Berkeley","UC Santa Barbara",2
"Princeton","UC Santa Barbara",3
"Stanford","UC Santa Barbara",1
"Columbia","UC Santa Barbara",1
"Wisconsin, Madison","UC Santa Barbara",1
"Michigan","UC Santa Barbara",2
"UCLA","UC Santa Barbara",3
"Northwestern","UC Santa Barbara",1
"Cornell","UC Santa Barbara",1
"NYU","UC Santa Barbara",1
"Washington","UC Santa Barbara",1
"Arizona","UC Santa Barbara",1
"Harvard","SUNY Binghamton",1
"Princeton","SUNY Binghamton",1
"Chicago","SUNY Binghamton",4
"Columbia","SUNY Binghamton",2
"Brandeis","SUNY Binghamton",1
"Wisconsin, Madison","SUNY Binghamton",2
"UCLA","SUNY Binghamton",2
"Minnesota","SUNY Binghamton",1
"Florida","SUNY Binghamton",1
"Harvard","Georgetown",4
"Yale","Georgetown",2
"Princeton","Georgetown",1
"Stanford","Georgetown",4
"Columbia","Georgetown",2
"Johns Hopkins","Georgetown",1
"UPenn","Georgetown",1
"Northwestern","Georgetown",1
"Rochester","Georgetown",1
"Duke","Georgetown",1
"UNC","Georgetown",1
"Washington","Georgetown",1
"UT Austin","Georgetown",1
"SUNY Binghamton","Georgetown",1
"George Washington","Georgetown",1
"Chicago","Arizona",1
"Columbia","Arizona",2
"Brandeis","Arizona",1
"UPenn","Arizona",2
"Wisconsin, Madison","Arizona",1
"Michigan","Arizona",1
"UCLA","Arizona",1
"Cornell","Arizona",1
"Rutgers","Arizona",1
"MIT","Arizona",1
"Illinois, Urb. Champ.","Arizona",1
"Notre Dame","Arizona",1
"Nebraska, Lincoln","Arizona",1
"Harvard","Maryland",3
"Yale","Maryland",1
"UC Berkeley","Maryland",1
"Stanford","Maryland",1
"Chicago","Maryland",3
"Columbia","Maryland",1
"Brandeis","Maryland",2
"Johns Hopkins","Maryland",1
"UPenn","Maryland",1
"Wisconsin, Madison","Maryland",3
"Michigan","Maryland",2
"NYU","Maryland",2
"UNC","Maryland",2
"Harvard","Catholic Univ. America",2
"Princeton","Catholic Univ. America",1
"Stanford","Catholic Univ. America",2
"Chicago","Catholic Univ. America",1
"Columbia","Catholic Univ. America",2
"Cornell","Catholic Univ. America",1
"Brown","Catholic Univ. America",1
"Harvard","Florida",1
"UC Berkeley","Florida",1
"Princeton","Florida",1
"Stanford","Florida",2
"Brandeis","Florida",2
"Wisconsin, Madison","Florida",3
"UCLA","Florida",1
"Cornell","Florida",1
"Brown","Florida",1
"Duke","Florida",2
"UNC","Florida",2
"Virginia","Florida",1
"Carnegie Mellon","Florida",1
"Rice","Florida",1
"Harvard","Carnegie Mellon",1
"Stanford","Carnegie Mellon",1
"Columbia","Carnegie Mellon",1
"UPenn","Carnegie Mellon",1
"Wisconsin, Madison","Carnegie Mellon",1
"Michigan","Carnegie Mellon",2
"Northwestern","Carnegie Mellon",1
"Minnesota","Carnegie Mellon",2
"Rutgers","Carnegie Mellon",1
"Harvard","Pittsburgh",1
"UPenn","Pittsburgh",1
"Wisconsin, Madison","Pittsburgh",6
"Duke","Pittsburgh",1
"Michigan State","Pittsburgh",1
"SUNY Buffalo","Pittsburgh",1
"Boston College","Pittsburgh",1
"Harvard","Tufts",5
"Stanford","Tufts",1
"Columbia","Tufts",1
"Michigan","Tufts",2
"Virginia","Tufts",1
"Boston Univ.","Tufts",1
"Temple","Tufts",1
"Harvard","Notre Dame",2
"Yale","Notre Dame",1
"Princeton","Notre Dame",2
"Stanford","Notre Dame",4
"Chicago","Notre Dame",3
"Brandeis","Notre Dame",1
"UPenn","Notre Dame",1
"Wisconsin, Madison","Notre Dame",2
"Michigan","Notre Dame",1
"UCLA","Notre Dame",1
"Northwestern","Notre Dame",1
"Brown","Notre Dame",2
"Indiana","Notre Dame",1
"Michigan State","Notre Dame",1
"Vanderbilt","Notre Dame",1
"Harvard","Rice",2
"UC Berkeley","Rice",1
"Princeton","Rice",1
"Johns Hopkins","Rice",3
"Cornell","Rice",2
"UC Davis","Rice",2
"NYU","Rice",1
"Duke","Rice",1
"Virginia","Rice",1
"Georgetown","Rice",1
"Harvard","SUNY Buffalo",1
"Yale","SUNY Buffalo",1
"UC Berkeley","SUNY Buffalo",1
"Princeton","SUNY Buffalo",1
"Wisconsin, Madison","SUNY Buffalo",3
"Michigan","SUNY Buffalo",1
"Rutgers","SUNY Buffalo",1
"UT Austin","SUNY Buffalo",1
"Indiana","SUNY Buffalo",1
"UC Riverside","SUNY Buffalo",1
"Arizona","SUNY Buffalo",1
"UC Berkeley","UC Santa Cruz",1
"Chicago","UC Santa Cruz",2
"Johns Hopkins","UC Santa Cruz",1
"UPenn","UC Santa Cruz",1
"Wisconsin, Madison","UC Santa Cruz",1
"Michigan","UC Santa Cruz",1
"UCLA","UC Santa Cruz",2
"UC San Diego","UC Santa Cruz",1
"Rutgers","UC Santa Cruz",1
"Harvard","Boston Univ.",3
"Yale","Boston Univ.",2
"UC Berkeley","Boston Univ.",4
"Princeton","Boston Univ.",2
"Stanford","Boston Univ.",1
"Chicago","Boston Univ.",3
"Brandeis","Boston Univ.",1
"UCLA","Boston Univ.",3
"Brown","Boston Univ.",1
"Virginia","Boston Univ.",1
"MIT","Boston Univ.",1
"Michigan State","Boston Univ.",1
"SUNY Binghamton","Boston Univ.",1
"Tufts","Boston Univ.",1
"Temple","Boston Univ.",1
"Harvard","Vanderbilt",5
"Yale","Vanderbilt",3
"UC Berkeley","Vanderbilt",2
"Princeton","Vanderbilt",4
"Chicago","Vanderbilt",1
"Columbia","Vanderbilt",1
"UPenn","Vanderbilt",1
"Michigan","Vanderbilt",2
"UCLA","Vanderbilt",1
"NYU","Vanderbilt",1
"UC San Diego","Vanderbilt",1
"Duke","Vanderbilt",1
"Wash. U. St. Louis","Vanderbilt",1
"Florida","Vanderbilt",1
"Auburn","Vanderbilt",1
"Harvard","George Washington",1
"Yale","George Washington",4
"UC Berkeley","George Washington",1
"Princeton","George Washington",2
"Stanford","George Washington",1
"Columbia","George Washington",2
"Johns Hopkins","George Washington",1
"UPenn","George Washington",2
"Michigan","George Washington",1
"UCLA","George Washington",2
"Northwestern","George Washington",1
"Cornell","George Washington",3
"NYU","George Washington",1
"UC San Diego","George Washington",1
"Washington","George Washington",1
"Maryland","George Washington",1
"Tufts","George Washington",1
"Harvard","UConn",1
"Yale","UConn",2
"UC Berkeley","UConn",2
"Princeton","UConn",1
"Stanford","UConn",1
"Columbia","UConn",3
"Cornell","UConn",1
"Brown","UConn",2
"Duke","UConn",1
"Rutgers","UConn",1
"Indiana","UConn",1
"Michigan State","UConn",1
"Harvard","New Mexico",1
"Yale","New Mexico",1
"UC Berkeley","New Mexico",1
"Chicago","New Mexico",1
"Johns Hopkins","New Mexico",1
"UCLA","New Mexico",2
"UC San Diego","New Mexico",1
"Minnesota","New Mexico",1
"Indiana","New Mexico",1
"Harvard","Ohio State",1
"Yale","Ohio State",5
"UC Berkeley","Ohio State",3
"Princeton","Ohio State",1
"Stanford","Ohio State",1
"Columbia","Ohio State",2
"Johns Hopkins","Ohio State",1
"UPenn","Ohio State",5
"Wisconsin, Madison","Ohio State",2
"Michigan","Ohio State",2
"UCLA","Ohio State",1
"Rochester","Ohio State",1
"Duke","Ohio State",1
"UNC","Ohio State",1
"UT Austin","Ohio State",1
"Indiana","Ohio State",1
"SUNY Stony Brook","Ohio State",2
"UC Santa Barbara","Ohio State",1
"Boston Univ.","Ohio State",1
"Vanderbilt","Ohio State",1
"UConn","Ohio State",1
"Harvard","Georgia",1
"Stanford","Georgia",1
"Columbia","Georgia",2
"Brandeis","Georgia",1
"Johns Hopkins","Georgia",1
"UPenn","Georgia",1
"Wisconsin, Madison","Georgia",1
"UCLA","Georgia",1
"Northwestern","Georgia",1
"Cornell","Georgia",1
"NYU","Georgia",1
"Duke","Georgia",1
"UNC","Georgia",3
"Virginia","Georgia",1
"MIT","Georgia",1
"UC Irvine","Georgia",1
"Harvard","Iowa",1
"UC Berkeley","Iowa",2
"Chicago","Iowa",1
"Wisconsin, Madison","Iowa",5
"Michigan","Iowa",1
"UCLA","Iowa",1
"Illinois, Urb. Champ.","Iowa",1
"Pittsburgh","Iowa",1
"Northern Illinois","Iowa",1
"Harvard","UMass Amherst",2
"Yale","UMass Amherst",1
"Princeton","UMass Amherst",1
"Chicago","UMass Amherst",3
"Johns Hopkins","UMass Amherst",1
"UPenn","UMass Amherst",1
"Wisconsin, Madison","UMass Amherst",1
"Michigan","UMass Amherst",2
"Duke","UMass Amherst",1
"UNC","UMass Amherst",1
"USC","UMass Amherst",1
"Florida International","UMass Amherst",1
"UC Berkeley","Northern Illinois",1
"Princeton","Northern Illinois",1
"Wisconsin, Madison","Northern Illinois",2
"Michigan","Northern Illinois",2
"Indiana","Northern Illinois",1
"Illinois, Urb. Champ.","Northern Illinois",3
"Rice","Northern Illinois",1
"Temple","Northern Illinois",1
"LSU","Northern Illinois",1
"Harvard","Miami",1
"Yale","Miami",2
"Princeton","Miami",1
"Stanford","Miami",1
"Chicago","Miami",2
"Columbia","Miami",1
"Brandeis","Miami",1
"UPenn","Miami",1
"UCLA","Miami",2
