has,prefers,count
"NYU","Ohio State",2
"Minnesota","Ohio State",7
"Illinois, Urb. Champ.","Ohio State",2
"Purdue","Ohio State",1
"Iowa","Ohio State",1
"UNC","Ohio State",2
"Lower 87 Universities","Ohio State",18
"Stanford","Iowa",4
"UC Berkeley","Iowa",2
"Rochester","Iowa",2
"Chicago","Iowa",2
"Cornell","Iowa",2
"Northwestern","Iowa",6
"Michigan","Iowa",6
"Columbia","Iowa",1
"UPenn","Iowa",3
"Wisconsin","Iowa",6
"UCLA","Iowa",1
"NYU","Iowa",1
"Minnesota","Iowa",5
"Illinois, Urb. Champ.","Iowa",1
"Purdue","Iowa",3
"Ohio State","Iowa",1
"Wash. U. in St. Louis","Iowa",4
"Florida","Iowa",2
"Lower 87 Universities","Iowa",8
"Stanford","UNC",10
"MIT","UNC",3
"Harvard","UNC",3
"UC Berkeley","UNC",1
"Rochester","UNC",1
"Chicago","UNC",4
"Cornell","UNC",4
"Northwestern","UNC",5
"Michigan","UNC",7
"Yale","UNC",1
"UPenn","UNC",11
"Carnegie Mellon","UNC",3
"Wisconsin","UNC",1
"NYU","UNC",4
"Minnesota","UNC",1
"Duke","UNC",2
"Ohio State","UNC",2
"Iowa","UNC",1
"Lower 87 Universities","UNC",24
"Stanford","Wash. U. in St. Louis",6
"MIT","Wash. U. in St. Louis",3
"Harvard","Wash. U. in St. Louis",3
"UC Berkeley","Wash. U. in St. Louis",5
"Rochester","Wash. U. in St. Louis",2
"Chicago","Wash. U. in St. Louis",2
"Cornell","Wash. U. in St. Louis",2
"Northwestern","Wash. U. in St. Louis",3
"Michigan","Wash. U. in St. Louis",2
"Columbia","Wash. U. in St. Louis",2
"Yale","Wash. U. in St. Louis",3
"UPenn","Wash. U. in St. Louis",3
"Carnegie Mellon","Wash. U. in St. Louis",2
"UCLA","Wash. U. in St. Louis",2
"NYU","Wash. U. in St. Louis",1
"Minnesota","Wash. U. in St. Louis",4
"Illinois, Urb. Champ.","Wash. U. in St. Louis",2
"Duke","Wash. U. in St. Louis",4
"Iowa","Wash. U. in St. Louis",1
"UNC","Wash. U. in St. Louis",3
"Lower 87 Universities","Wash. U. in St. Louis",6
"Stanford","Florida",4
"MIT","Florida",2
"Rochester","Florida",3
"Chicago","Florida",2
"Cornell","Florida",1
"Northwestern","Florida",2
"Michigan","Florida",4
"Columbia","Florida",1
"Yale","Florida",3
"UPenn","Florida",3
"Carnegie Mellon","Florida",2
"Wisconsin","Florida",3
"NYU","Florida",5
"Minnesota","Florida",1
"Illinois, Urb. Champ.","Florida",3
"Duke","Florida",1
"Purdue","Florida",1
"Ohio State","Florida",1
"Iowa","Florida",1
"UNC","Florida",1
"Wash. U. in St. Louis","Florida",1
"Lower 87 Universities","Florida",19
"Stanford","Lower 87 Universities",156
"MIT","Lower 87 Universities",148
"Harvard","Lower 87 Universities",126
"UC Berkeley","Lower 87 Universities",125
"Rochester","Lower 87 Universities",61
"Chicago","Lower 87 Universities",113
"Cornell","Lower 87 Universities",103
"Northwestern","Lower 87 Universities",136
"Michigan","Lower 87 Universities",171
"Columbia","Lower 87 Universities",105
"Yale","Lower 87 Universities",57
"UPenn","Lower 87 Universities",152
"Carnegie Mellon","Lower 87 Universities",85
"Wisconsin","Lower 87 Universities",98
"UCLA","Lower 87 Universities",95
"NYU","Lower 87 Universities",149
"Minnesota","Lower 87 Universities",122
"Illinois, Urb. Champ.","Lower 87 Universities",172
"Duke","Lower 87 Universities",72
"Purdue","Lower 87 Universities",132
"Ohio State","Lower 87 Universities",144
"Iowa","Lower 87 Universities",75
"UNC","Lower 87 Universities",130
"Wash. U. in St. Louis","Lower 87 Universities",59
"Florida","Lower 87 Universities",99
