has,prefers,count
"Iowa","Florida",1
"Lower 87 Universities","Florida",2
"Stanford","Lower 87 Universities",30
"MIT","Lower 87 Universities",24
"Harvard","Lower 87 Universities",25
"UC Berkeley","Lower 87 Universities",27
"Rochester","Lower 87 Universities",9
"Chicago","Lower 87 Universities",19
"Cornell","Lower 87 Universities",21
"Northwestern","Lower 87 Universities",34
"Michigan","Lower 87 Universities",47
"Columbia","Lower 87 Universities",30
"Yale","Lower 87 Universities",14
"UPenn","Lower 87 Universities",36
"Carnegie Mellon","Lower 87 Universities",21
"Wisconsin","Lower 87 Universities",19
"UCLA","Lower 87 Universities",23
"NYU","Lower 87 Universities",32
"Minnesota","Lower 87 Universities",26
"Illinois, Urb. Champ.","Lower 87 Universities",35
"Duke","Lower 87 Universities",25
"Purdue","Lower 87 Universities",17
"Ohio State","Lower 87 Universities",32
"Iowa","Lower 87 Universities",12
"UNC","Lower 87 Universities",45
"Wash. U. in St. Louis","Lower 87 Universities",15
"Florida","Lower 87 Universities",27
