has,prefers,count
"Michigan","Minnesota",2
"UCLA","Minnesota",3
"NYU","Minnesota",1
"Duke","Minnesota",1
"Rutgers","Minnesota",2
"Harvard","Rutgers",1
"Yale","Rutgers",2
"UC Berkeley","Rutgers",1
"Princeton","Rutgers",1
"Stanford","Rutgers",1
"Chicago","Rutgers",1
"Columbia","Rutgers",7
"Johns Hopkins","Rutgers",1
"UPenn","Rutgers",2
"Michigan","Rutgers",3
"UCLA","Rutgers",1
"Northwestern","Rutgers",1
"Cornell","Rutgers",3
"Rochester","Rutgers",1
"UNC","Rutgers",1
"Lower 119 Universities","Rutgers",4
"Harvard","UNC",1
"Yale","UNC",2
"UC Berkeley","UNC",1
"Princeton","UNC",1
"Chicago","UNC",2
"Columbia","UNC",1
"Michigan","UNC",1
"UC Davis","UNC",1
"UC San Diego","UNC",1
"Rutgers","UNC",1
"Harvard","Virginia",1
"Yale","Virginia",2
"Princeton","Virginia",1
"Chicago","Virginia",1
"Columbia","Virginia",1
"Wisconsin, Madison","Virginia",1
"NYU","Virginia",1
"Lower 119 Universities","Virginia",3
"Harvard","Lower 119 Universities",68
"Yale","Lower 119 Universities",79
"UC Berkeley","Lower 119 Universities",55
"Princeton","Lower 119 Universities",39
"Stanford","Lower 119 Universities",46
"Chicago","Lower 119 Universities",64
"Columbia","Lower 119 Universities",60
"Brandeis","Lower 119 Universities",9
"Johns Hopkins","Lower 119 Universities",25
"UPenn","Lower 119 Universities",44
"Wisconsin, Madison","Lower 119 Universities",44
"Michigan","Lower 119 Universities",51
"UCLA","Lower 119 Universities",47
"Northwestern","Lower 119 Universities",18
"Cornell","Lower 119 Universities",21
"Brown","Lower 119 Universities",14
"UC Davis","Lower 119 Universities",8
"Rochester","Lower 119 Universities",4
"NYU","Lower 119 Universities",23
"UC San Diego","Lower 119 Universities",13
"Duke","Lower 119 Universities",11
"Minnesota","Lower 119 Universities",18
"Rutgers","Lower 119 Universities",27
"UNC","Lower 119 Universities",21
"Virginia","Lower 119 Universities",17
